path_image,class
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_07.10_C01_223.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_09.09_C01_267.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_16.10_C01_194.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_15.10_C01_185.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_13.39_C01_226.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-27/camera1/S_2015-11-27_07.40_C01_263.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_09.39_C01_263.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_13.10_C01_265.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_11.10_C01_226.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_16.40_C01_189.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_07.39_C01_229.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_08.40_C01_607.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_07.40_C01_266.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_15.09_C01_223.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-22/camera1/S_2015-11-22_08.40_C01_605.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_15.39_C01_230.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_15.39_C01_193.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_10.39_C01_226.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_16.39_C01_606.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_14.40_C01_186.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_10.39_C01_221.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-27/camera1/S_2015-11-27_08.10_C01_190.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-27/camera1/S_2015-11-27_15.10_C01_607.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_07.10_C01_228.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_11.39_C01_221.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_08.40_C01_188.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_07.10_C01_225.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_10.40_C01_185.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_08.10_C01_265.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_15.40_C01_190.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_07.10_C01_226.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_08.10_C01_221.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_15.40_C01_195.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_13.10_C01_228.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_11.09_C01_196.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_14.39_C01_224.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_08.39_C01_605.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_14.10_C01_224.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_08.40_C01_266.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_13.10_C01_192.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_14.39_C01_185.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_07.09_C01_230.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_14.10_C01_608.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_07.10_C01_229.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_08.39_C01_195.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-27/camera1/S_2015-11-27_13.10_C01_267.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_16.40_C01_187.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-22/camera1/S_2015-11-22_07.10_C01_196.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_12.10_C01_263.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-27/camera1/S_2015-11-27_16.40_C01_222.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_16.09_C01_230.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_15.10_C01_192.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_14.10_C01_263.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_16.10_C01_184.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_13.10_C01_194.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_14.39_C01_187.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_08.10_C01_227.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_10.10_C01_605.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-27/camera1/S_2015-11-27_11.10_C01_223.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_09.10_C01_229.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_15.09_C01_603.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/OVERCAST/2015-11-20/camera1/O_2015-11-20_11.40_C01_227.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_08.39_C01_227.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/CNR/PATCHES/SUNNY/2015-11-12/camera1/S_2015-11-12_13.09_C01_222.jpg,1
