path_image,class
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_12_50_07#007.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-20/Occupied/2013-03-20_08_25_02#033.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-12/Occupied/2013-03-12_16_20_12#021.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-23/Empty/2013-02-23_07_10_01#011.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-14/Empty/2013-04-14_13_05_07#033.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-16/Occupied/2013-04-16_09_20_03#004.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-23/Empty/2013-02-23_12_45_07#024.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-22/Occupied/2013-03-22_13_30_08#019.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-12/Occupied/2013-03-12_13_50_09#018.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-20/Occupied/2013-03-20_07_50_02#014.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-12/Occupied/2013-03-12_12_45_07#029.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-10/Empty/2013-03-10_12_35_07#026.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-03/Empty/2013-03-03_10_40_05#030.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-16/Empty/2013-03-16_08_10_02#026.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-13/Occupied/2013-03-13_10_35_05#012.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-10/Occupied/2013-04-10_14_00_08#033.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-22/Empty/2013-02-22_06_55_00#012.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-10/Occupied/2013-04-10_14_00_08#033.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_12_50_07#007.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-09/Occupied/2013-03-09_14_50_10#022.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-04-14/Empty/2013-04-14_09_05_03#004.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-21/Occupied/2013-03-21_14_25_09#036.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Rainy/2013-04-13/Empty/2013-04-13_08_50_03#018.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-12/Occupied/2013-04-12_10_00_04#034.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-09/Empty/2013-03-09_15_00_10#004.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-04-13/Empty/2013-04-13_17_45_13#003.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-05/Empty/2013-03-05_06_30_00#003.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-16/Empty/2013-03-16_11_45_06#015.jpg,1
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-13/Occupied/2013-03-13_10_35_05#012.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-09/Occupied/2013-04-09_12_15_07#016.jpg,0
/home/lucas.ocunha/DeepLearning/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-22/Occupied/2013-03-22_13_25_08#005.jpg,0
